id,split,sample_id,qa_index,speaker_a,speaker_b,question,text,locomo_category,question_type,target_speaker
conv-48_qa_62,train,conv-48,62,Deborah,Jolene,What projects is Jolene planning for next year?,"Speaker A: Deborah
Speaker B: Jolene
Question: What projects is Jolene planning for next year?",4,fallback_ambiguous,speaker_b
conv-48_qa_63,train,conv-48,63,Deborah,Jolene,Where did Deborah get her cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Deborah get her cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_64,train,conv-48,64,Deborah,Jolene,How old are Deborah's cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: How old are Deborah's cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_65,train,conv-48,65,Deborah,Jolene,Does Deborah like cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: Does Deborah like cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_66,train,conv-48,66,Deborah,Jolene,Which country was Jolene located in during the last week of August 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which country was Jolene located in during the last week of August 2023?",2,temporal,speaker_b
conv-48_qa_67,train,conv-48,67,Deborah,Jolene,When did Jolene and her partner return home from Rio de Janeiro?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene and her partner return home from Rio de Janeiro?",2,temporal,speaker_b
conv-48_qa_68,train,conv-48,68,Deborah,Jolene,What was Jolene doing with her partner in Rio de Janeiro?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was Jolene doing with her partner in Rio de Janeiro?",4,fallback_ambiguous,speaker_b
conv-48_qa_69,train,conv-48,69,Deborah,Jolene,When did Deborah visit Brazil?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah visit Brazil?",2,temporal,speaker_a
conv-48_qa_70,train,conv-48,70,Deborah,Jolene,Have Deborah and Jolene been to Rio de Janeiro?,"Speaker A: Deborah
Speaker B: Jolene
Question: Have Deborah and Jolene been to Rio de Janeiro?",4,fallback_ambiguous,both
conv-48_qa_71,train,conv-48,71,Deborah,Jolene,Is the friend who wrote Deborah the motivational quote no longer alive?,"Speaker A: Deborah
Speaker B: Jolene
Question: Is the friend who wrote Deborah the motivational quote no longer alive?",3,multi_hop,speaker_a
conv-48_qa_72,train,conv-48,72,Deborah,Jolene,When did Deborah go to a community meetup?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Deborah go to a community meetup?",2,temporal,speaker_a
conv-48_qa_73,train,conv-48,73,Deborah,Jolene,When did Jolene's parents give her first console?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene's parents give her first console?",4,fallback_ambiguous,speaker_b
conv-48_qa_74,train,conv-48,74,Deborah,Jolene,Did Jolene teach herself how to play the console?,"Speaker A: Deborah
Speaker B: Jolene
Question: Did Jolene teach herself how to play the console?",1,single_hop,speaker_b
conv-48_qa_75,train,conv-48,75,Deborah,Jolene,What do Deborah and Jolene plan to try when they meet in a new cafe?,"Speaker A: Deborah
Speaker B: Jolene
Question: What do Deborah and Jolene plan to try when they meet in a new cafe?",4,fallback_ambiguous,both
conv-48_qa_76,train,conv-48,76,Deborah,Jolene,What card game is Deborah talking about?,"Speaker A: Deborah
Speaker B: Jolene
Question: What card game is Deborah talking about?",3,multi_hop,speaker_a
conv-48_qa_77,train,conv-48,77,Deborah,Jolene,When did Jolene and her partner try scuba diving lessons?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene and her partner try scuba diving lessons?",2,temporal,speaker_b
conv-48_qa_78,train,conv-48,78,Deborah,Jolene,Where did Jolene and her partner find a cool diving spot?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Jolene and her partner find a cool diving spot?",1,single_hop,speaker_b
conv-48_qa_79,train,conv-48,79,Deborah,Jolene,Where did Jolene and her partner spend most of September 2023?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Jolene and her partner spend most of September 2023?",2,temporal,speaker_b
conv-48_qa_80,train,conv-48,80,Deborah,Jolene,Has Deborah tried surfing?,"Speaker A: Deborah
Speaker B: Jolene
Question: Has Deborah tried surfing?",1,single_hop,speaker_a
conv-48_qa_81,train,conv-48,81,Deborah,Jolene,Has Jolene tried surfing?,"Speaker A: Deborah
Speaker B: Jolene
Question: Has Jolene tried surfing?",1,single_hop,speaker_b
conv-48_qa_82,train,conv-48,82,Deborah,Jolene,When did the Deboran and Jolene agree to go surfing?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did the Deboran and Jolene agree to go surfing?",2,temporal,speaker_b
conv-48_qa_83,train,conv-48,83,Deborah,Jolene,Which locations does Deborah practice her yoga at?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which locations does Deborah practice her yoga at?",1,single_hop,speaker_a
conv-48_qa_84,train,conv-48,84,Deborah,Jolene,What kind of professional activities does Jolene participate in to gain more experience in her field?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of professional activities does Jolene participate in to gain more experience in her field?",1,single_hop,speaker_b
conv-48_qa_85,train,conv-48,85,Deborah,Jolene,What kind of engineering projects has Jolene worked on?,"Speaker A: Deborah
Speaker B: Jolene
Question: What kind of engineering projects has Jolene worked on?",1,single_hop,speaker_b
conv-48_qa_86,train,conv-48,86,Deborah,Jolene,Which community activities have Deborah and Anna participated in?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which community activities have Deborah and Anna participated in?",1,single_hop,speaker_a
conv-48_qa_87,train,conv-48,87,Deborah,Jolene,What gifts has Deborah received?,"Speaker A: Deborah
Speaker B: Jolene
Question: What gifts has Deborah received?",1,single_hop,speaker_a
conv-48_qa_88,train,conv-48,88,Deborah,Jolene,Which countries has Deborah traveled to?,"Speaker A: Deborah
Speaker B: Jolene
Question: Which countries has Deborah traveled to?",1,single_hop,speaker_a
conv-48_qa_89,train,conv-48,89,Deborah,Jolene,What activities does Deborah pursue besides practicing and teaching yoga?,"Speaker A: Deborah
Speaker B: Jolene
Question: What activities does Deborah pursue besides practicing and teaching yoga?",1,single_hop,speaker_a
conv-48_qa_90,train,conv-48,90,Deborah,Jolene,What are the names of Jolene's snakes?,"Speaker A: Deborah
Speaker B: Jolene
Question: What are the names of Jolene's snakes?",4,fallback_ambiguous,speaker_b
conv-48_qa_91,train,conv-48,91,Deborah,Jolene,What are Jolene's favorite books?,"Speaker A: Deborah
Speaker B: Jolene
Question: What are Jolene's favorite books?",4,fallback_ambiguous,speaker_b
conv-48_qa_92,train,conv-48,92,Deborah,Jolene,What music pieces does Deborah listen to during her yoga practice?,"Speaker A: Deborah
Speaker B: Jolene
Question: What music pieces does Deborah listen to during her yoga practice?",4,fallback_ambiguous,speaker_a
conv-48_qa_93,train,conv-48,93,Deborah,Jolene,What games does Jolene recommend for Deborah?,"Speaker A: Deborah
Speaker B: Jolene
Question: What games does Jolene recommend for Deborah?",4,fallback_ambiguous,both
conv-48_qa_94,train,conv-48,94,Deborah,Jolene,What projects is Jolene planning for next year?,"Speaker A: Deborah
Speaker B: Jolene
Question: What projects is Jolene planning for next year?",4,fallback_ambiguous,speaker_b
conv-48_qa_95,train,conv-48,95,Deborah,Jolene,Where did Deborah get her cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Deborah get her cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_96,train,conv-48,96,Deborah,Jolene,How old are Deborah's cats?,"Speaker A: Deborah
Speaker B: Jolene
Question: How old are Deborah's cats?",4,fallback_ambiguous,speaker_a
conv-48_qa_97,train,conv-48,97,Deborah,Jolene,What was Jolene doing with her partner in Rio de Janeiro?,"Speaker A: Deborah
Speaker B: Jolene
Question: What was Jolene doing with her partner in Rio de Janeiro?",4,fallback_ambiguous,speaker_b
conv-48_qa_98,train,conv-48,98,Deborah,Jolene,Have Deborah and Jolene been to Rio de Janeiro?,"Speaker A: Deborah
Speaker B: Jolene
Question: Have Deborah and Jolene been to Rio de Janeiro?",4,fallback_ambiguous,both
conv-48_qa_99,train,conv-48,99,Deborah,Jolene,When did Jolene's parents give her first console?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene's parents give her first console?",4,fallback_ambiguous,speaker_b
conv-48_qa_100,train,conv-48,100,Deborah,Jolene,What do Deborah and Jolene plan to try when they meet in a new cafe?,"Speaker A: Deborah
Speaker B: Jolene
Question: What do Deborah and Jolene plan to try when they meet in a new cafe?",4,fallback_ambiguous,both
conv-48_qa_101,train,conv-48,101,Deborah,Jolene,"What project did Jolene finish last week before 23 January, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What project did Jolene finish last week before 23 January, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_102,train,conv-48,102,Deborah,Jolene,When did Jolene buy her pet snake?,"Speaker A: Deborah
Speaker B: Jolene
Question: When did Jolene buy her pet snake?",4,fallback_ambiguous,speaker_b
conv-48_qa_103,train,conv-48,103,Deborah,Jolene,"What project was Jolene working on as of 1 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What project was Jolene working on as of 1 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_104,train,conv-48,104,Deborah,Jolene,Where did Deborah meet her new neighbor Anna?,"Speaker A: Deborah
Speaker B: Jolene
Question: Where did Deborah meet her new neighbor Anna?",4,fallback_ambiguous,speaker_a
conv-48_qa_105,train,conv-48,105,Deborah,Jolene,What activity did Jolene and her partner plan to do together instead of resuming yoga?,"Speaker A: Deborah
Speaker B: Jolene
Question: What activity did Jolene and her partner plan to do together instead of resuming yoga?",4,fallback_ambiguous,speaker_b
conv-48_qa_106,train,conv-48,106,Deborah,Jolene,"What milestone did Jolene achieve recently on 4 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What milestone did Jolene achieve recently on 4 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_107,train,conv-48,107,Deborah,Jolene,"What is Jolene's favorite book which she mentioned on 4 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What is Jolene's favorite book which she mentioned on 4 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_108,train,conv-48,108,Deborah,Jolene,What does Deborah bring with her whenever she comes to reflect on her mom?,"Speaker A: Deborah
Speaker B: Jolene
Question: What does Deborah bring with her whenever she comes to reflect on her mom?",4,fallback_ambiguous,speaker_a
conv-48_qa_109,train,conv-48,109,Deborah,Jolene,"What new outlook did Jolene gain after her mini retreat on 9 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What new outlook did Jolene gain after her mini retreat on 9 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_110,train,conv-48,110,Deborah,Jolene,"What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What cool stuff did Jolene accomplish at the retreat on 9 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_111,train,conv-48,111,Deborah,Jolene,"What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?","Speaker A: Deborah
Speaker B: Jolene
Question: What idea did Jolene have to help underprivileged kids learn about STEM subjects on 9 February, 2023?",4,fallback_ambiguous,speaker_b
conv-48_qa_112,train,conv-48,112,Deborah,Jolene,How does Jolene plan to involve local engineers in her idea of teaching STEM to underprivileged kids?,"Speaker A: Deborah
Speaker B: Jolene
Question: How does Jolene plan to involve local engineers in her idea of teaching STEM to underprivileged kids?",4,fallback_ambiguous,speaker_b
conv-48_qa_113,train,conv-48,113,Deborah,Jolene,What gave Deborah peace in the garden she visited?,"Speaker A: Deborah
Speaker B: Jolene
Question: What gave Deborah peace in the garden she visited?",4,fallback_ambiguous,speaker_a
conv-48_qa_114,train,conv-48,114,Deborah,Jolene,Why did Deborah spend time in the garden?,"Speaker A: Deborah
Speaker B: Jolene
Question: Why did Deborah spend time in the garden?",4,fallback_ambiguous,speaker_a
conv-48_qa_115,train,conv-48,115,Deborah,Jolene,How did Jolene and her partner initially meet?,"Speaker A: Deborah
Speaker B: Jolene
Question: How did Jolene and her partner initially meet?",4,fallback_ambiguous,speaker_b
conv-48_qa_116,train,conv-48,116,Deborah,Jolene,What activity does Deborah incorporate into her daily routine after going for a morning jog in the park?,"Speaker A: Deborah
Speaker B: Jolene
Question: What activity does Deborah incorporate into her daily routine after going for a morning jog in the park?",4,fallback_ambiguous,speaker_a
conv-48_qa_117,train,conv-48,117,Deborah,Jolene,"According to Jolene, what does exercise help her to feel?","Speaker A: Deborah
Speaker B: Jolene
Question: According to Jolene, what does exercise help her to feel?",4,fallback_ambiguous,speaker_b
conv-48_qa_118,train,conv-48,118,Deborah,Jolene,"What did Deb share a photo of, which brought a smile to Jolene's face?","Speaker A: Deborah
Speaker B: Jolene
Question: What did Deb share a photo of, which brought a smile to Jolene's face?",4,fallback_ambiguous,speaker_b
